Srno,RecipeName,Ingredients,PrepTimeInMins,CookTimeInMins,TotalTimeInMins,Servings,Cuisine,Course,Diet,URL,Votes
51,Whole Wheat Pita Bread Recipe,"1-1/2 cups All Purpose Flour (Maida),1-1/2 cups Whole Wheat Flour,2 teaspoons Active dry yeast,1/2 teaspoons Salt,1-1/2 teaspoons Sugar,1-1/4 cups Lukewarm Water,2 tablespoons Extra Virgin Olive Oil",30,40,70,6,Continental,Main Course,Vegetarian,http://www.archanaskitchen.com/whole-wheat-pita-bread-recipe,0
52,Andhra Steel Tomato Knock Recipe (Tomato Chutney),"1 kg Tomatoes,8 Dry Red Chillies - adjustable,1 teaspoon Tamarind Paste,2 teaspoons Red Chilli powder - optional,1/2 teaspoon Turmeric powder (Haldi),1 tablespoon Mustard seeds,1 teaspoon Methi Seeds (Fenugreek Seeds),8 cloves Garlic,Sunflower Oil,Salt - to taste",15,60,75,6,Andhra,Side Dish,Vegetarian,http://www.archanaskitchen.com/andhra-style-tamati-pachadi-recipe-tomato-chutney,0
53,Herbal Brown Rice Recipe - Herbal Brown Rice Recipe,"1-1 / 2 cup brown rice, 2 onions - finely chopped, 4 long garlic - finely chopped, 3 tsp oregano, 3 tsp rosemary, 4 tsp red chilli flakes, salt - as per taste, oil, water - According to use",10,20,30,4,Continental,Side Dish,Vegetarian,https://www.archanaskitchen.com/herbed-brown-rice-recipe-in-hindi,0
54,Aamras Recipe - Ripe Mango Ras,"3 cups Mango (Ripe) - cut into pieces,1/4 cup Water,Sugar - optional",10,5,15,4,North Indian Recipes,Side Dish,Vegan,http://www.archanaskitchen.com/gujarati-aamras-recipe-a-delicious-mango-pulp,0
55,Rajasthani very roti recipe,"1 cup Whole Wheat Flour,Salt - to taste,Water - as required,Ghee - as required",20,25,45,4,Rajasthani,Lunch,Vegetarian,http://www.archanaskitchen.com/rajasthani-khooba-roti-recipe,0
56,Peerkangai Thogayal Recipe (Ridge Gourd Peel Chutney),"2 cups Ridge Gourd Skin (Turai/ Peerkangai),2 teaspoons White Urad Dal (Split),5 Methi Seeds (Fenugreek Seeds),3 Dry Red Chillies,10 Curry leaves,30 grams Tamarind,1/4 teaspoon Mustard seeds,2 Dry Red Chillies,3-4 Curry leaves,1 teaspoon Sunflower Oil,Salt - to taste",15,10,25,4,South Indian Recipes,Side Dish,Vegetarian,http://www.archanaskitchen.com/peerkangai-thogayal-recipe-ridge-gourd-peel-chutney,0
58,Dalia Pakora Recipe - Dalia Pakora Recipe,"1 cup Broken Wheat (Dalia/ Godumai Rava),Salt - to taste,1/2 teaspoon Sunflower Oil,1/3 cup Gram flour (besan),1 Onion - finely chopped,1/4 cup Coriander (Dhania) Leaves - finely chopped,1 Green Chilli - finely chopped,Salt - to taste,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Ajwain (Carom seeds),1 tablespoon Sunflower Oil,Water - as required to make a thick pakora batter,1 teaspoon Enos fruit salt,Sunflower Oil - as required to fry the pakoras",10,15,25,4,Indian,Snack,Vegetarian,https://www.archanaskitchen.com/dalia-pakora-recipe-broken-wheat-pakora-in-hindi,0
59,Paneer Tikka Saddle Roll Recipe,"2 cups Whole Wheat Flour,Salt - to taste,Ghee - for cooking,1 tablespoon Ghee - for cooking,200 grams Paneer (Homemade Cottage Cheese) - thinly sliced,1/4 cup Hung Curd (Greek Yogurt),1 tablespoon Gram flour (besan),1 inch Ginger - finely chopped,4 cloves Garlic - finely chopped,1 tablespoon Kasuri Methi (Dried Fenugreek Leaves),1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Chaat Masala Powder,1 teaspoon Garam masala powder,1/4 cup Mint Leaves (Pudina) - finely chopped,Salt - to taste,1 Coal - for giving a smoked flavour,1/4 cup Mint Leaves (Pudina) - chopped,1 Green Bell Pepper (Capsicum) - thinly sliced,2 Onion - thinly sliced,1/2 Lemon - juice extracted,Salt - to taste",30,30,60,4,Bengali Recipes,Snack,Vegetarian,https://www.archanaskitchen.com/paneer-tikka-kathi-roll-recipe,0
60,Pan Fried Rice Balls Filled With Cheese Recipe,"2 tablespoon Extra Virgin Olive Oil,2 tablespoon Butter (unsalted),1 Onion - finely chopped,2 cups Jasmine Rice,1 teaspoon Salt,1 cup Sweet corn,1/4 cup Parsley leaves - finely chopped,1 cup Parmesan cheese - grated,1 cup Mozzarella cheese - cut into small cubes,1 cup All Purpose Flour (Maida),3 Whole Eggs - beaten with a fork,1 cup Whole Wheat Bread crumbs,Sunflower Oil - for deep frying",20,45,65,4,Continental,Appetizer,Vegetarian,http://www.archanaskitchen.com/pan-fried-rice-balls-filled-with-cheese-recipe,0
61,Spicy Seafood Stew Casserole With Tomatoes And Lime Recipe,"250 grams Fish fillet - basa,250 grams Prawns,15 Clamps,5 Baby Potatoes,2 Carrots (Gajjar),1 Onion,1 Tomato,2 Fresh Red chillies,5 cloves Garlic,1 teaspoon Cumin powder (Jeera),2 teaspoon Paprika powder,Salt - to taste,1 tablespoon Lemon juice,1 teaspoon Black pepper powder,4 tablespoon Coriander (Dhania) Leaves,1 tablespoon Extra Virgin Olive Oil,1 cup Chicken stock,1/4 cup Coconut milk",10,55,65,6,South Indian Recipes,Lunch,Non Vegeterian,https://www.archanaskitchen.com/spicy-seafood-stew-casserole-with-tomatoes-and-lime-recipe,0
64,Spicy Chilli Garlic Noodles Recipe,"500 grams Hakka Noodles,Water - as required,1/2 teaspoon Salt,1 tablespoon Sunflower Oil,Sunflower Oil - as required,1 Onion - thinly sliced,1 Green Bell Pepper (Capsicum) - thinly sliced,15 cloves Garlic - crushed,1 teaspoon Soy sauce,1 tablespoon Red Chilli sauce,1/2 teaspoon White vinegar,1 tablespoon Tomato Ketchup,3 Dry Red Chillies - crushed (chilli flakes),Salt - as required,1/2 teaspoon Black pepper powder",10,30,40,4,Asian,Dinner,Vegetarian,http://www.archanaskitchen.com/spicy-chilli-garlic-noodles-recipe,0
65,Chanar Dal Recipe - Bengali Steel Paneer & Potato Gravy,"200 grams Paneer (Homemade Cottage Cheese) - cut into cubes,2 Potato (Aloo) - peeled and cut into cubes,2 Bay leaf (tej patta),2 Dry Red Chilli,1 tablespoon Panch Phoran Masala - roasted and powdered,1 Tomato - big sized,1 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,1 teaspoon Cumin seeds (Jeera) - roasted and powdered,1 teaspoon Ginger - grated,Salt - to taste,1/2 teaspoon Sugar,Sunflower Oil - as required",15,60,75,4,Bengali Recipes,Lunch,Vegetarian,https://www.archanaskitchen.com/chanar-dalna-recipe-bengali-style-paneer-potato-gravy,0
66,Cheesy Garlic Broccoli Nuggets Recipe,"1-1/2 cups Broccoli - florets,1/2 cup Mozzarella cheese,1 tablespoon Nutralite Cheesy Garlic Mayo,2 tablespoons Corn flour,1/4 cup Whole Wheat Bread crumbs,Salt - to taste,Nutralite Garlic & Oregano Spread - for pan roasting",20,15,35,6,Indian,Snack,Eggetarian,https://www.archanaskitchen.com/broccoli-nuggets-recipe,0
67,Bengali radish potato vegetable recipe,"3 Mooli/ Mullangi (Radish) - cut into small piece,2 Potato (Aloo) - cut into small piece,1 Onion - chopped,1 Green Chilli - chopped,3 tablespoons Kasundi mustard sauce,1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Mustard seeds,1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Kalonji (Onion Nigella Seeds),1 tablespoon Mustard oil - adjustable,1/2 teaspoon Sugar,Salt - to taste",15,20,35,4,Bengali Recipes,Lunch,Vegetarian,https://www.archanaskitchen.com/bengali-mooli-aloo-ki-sabzi-in-mustard-gravy-recipe,0
68,Beetroot Sambar Recipe,"1 chakundar - peel and chop, 1 cup arhar dal, 1-1 / 2 cup tamarind water, 1 tablespoon sambar powder, 1 teaspoon mustard, asafoetida - a pinch, 5 curry leaves - chopped, 1 dry red chili, 1 teaspoon sesame oil, 4 sprig coriander - chopped (for garnish), salt - as per taste",10,45,55,3,South Indian Recipes,Lunch,High Protein Vegetarian,http://www.archanaskitchen.com/beetroot-sambar-recipe-in-hindi,0
69,Kaddu Palak Roti Recipe (Pumpkin Spinach Flat Bread),"1 cup Whole Wheat Flour,1 cup Spinach - chopped,1 cup Kaddu (Parangikai/ Pumpkin) - grated (red one preferably),1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Coriander Powder (Dhania),1/2 teaspoon Cumin seeds (Jeera),1/4 teaspoon Salt,Water - as required for dough,Sunflower Oil - as required for rotis",10,25,35,3,North Indian Recipes,Indian Breakfast,High Protein Vegetarian,http://www.archanaskitchen.com/kaddu-palak-roti-recipe-pumpkin-spinach-flat-bread,0
70,Iranian Baida Curry Recipe,"4 Whole Egg,1 Onion - chopped,1 tablespoon Jaggery,Salt - to taste,Sunflower Oil,1 sprig Coriander (Dhania) Leaves,1/4 cup Fresh coconut - grated,2 tablespoon Coriander (Dhania) Seeds,3 Dry Red Chilli,1 tablespoon Sesame seeds (Til seeds),1 tablespoon Poppy seeds,1 inch Ginger - chopped,5 cloves Garlic - chopped,8 Badam (Almond)",10,30,40,4,Middle Eastern,Lunch,Eggetarian,https://www.archanaskitchen.com/iranian-baida-curry-recipe,0
71,Vegan Chickpea Omelette Recipe (Spiced Chickpea Flour Pancakes),"1 cup Gram flour (besan),1/2 cup Coconut milk,3/4 cup Water,1 inch Ginger - grated,2 cloves Garlic - grated,1/2 teaspoon Ajwain (Carom seeds),1/4 teaspoon Asafoetida (hing),1/4 teaspoon Turmeric powder (Haldi),1/4 teaspoon Baking soda,2-3 Green Chillies - finely chopped,1 Onion - finely chopped,1 Tomato - finely chopped,Coriander (Dhania) Leaves - A handful finely chopped,Salt - to taste,Sunflower Oil - for cooking",20,30,50,4,North Indian Recipes,North Indian Breakfast,High Protein Vegetarian,http://www.archanaskitchen.com/vegan-chickpea-omelette-recipe-spiced-chickpea-flour-pancakes,0
72,Peanut Pudding Recipe - Salt Pudding / Firm Mod Modak,"1 cup Rice flour,1 cup Water,1 teaspoon Sunflower Oil,1/4 teaspoon Salt,1 cups White Urad Dal (Whole) - soaked for 4 hours,2 Green Chillies - chopped,1 inch Ginger - chopped,1/4 teaspoon Asafoetida (hing),Salt - to taste,1 teaspoon Sesame (Gingelly) Oil,1 teaspoon Mustard seeds,1 sprig Curry leaves - finely chopped",10,30,40,12,Maharashtrian Recipes,Snack,Vegetarian,https://www.archanaskitchen.com/ulundu-kozhukattai-recipe-uppu-kozhukattai-urad-dal-modak,0
74,Singapore Style Chicken Layered Fried Rice Recipe,"300 grams Boneless chicken - cut into 1/2 inch cubed,2 Spring Onion Greens - finely chopped,2 Green Chillies - chopped,1 teaspoon Garlic - minced,1 tablespoons Soy sauce,1 tablespoon Lemon juice,1 teaspoon Black pepper powder,1/2 teaspoon Red Chilli powder,1/2 teaspoon Cumin powder (Jeera),1 tablespoon Red Chilli sauce,1 tablespoon Sweet and Spicy Red Chilli Sauce (Tomato Chilli Sauce),Salt - to taste,1 tablespoon Red Chilli sauce,3 teaspoons Sunflower Oil,2 cups Rice - soaked for 10 minutes,1 tablespoons Garlic - crushed,1 tablespoons Ginger - crushed,2 Green Chillies - slit and roasted,1 Green Bell Pepper (Capsicum) - sliced,1 Spring Onion (Bulb & Greens) - chopped,1 Onions - cubed,1 Carrots (Gajjar) - cubed,Salt - to taste,1 teaspoon Chinese 5 Spice Powder,1 teaspoon White pepper powder,3 teaspoons Sunflower Oil,250 grams Egg noodles - boiled and tossed in a teaspoon oil,1/2 cup Classic Mayonnaise (With Egg),2 tablespoons Tomato Ketchup,2 tablespoons Red Chilli sauce,1 tablespoon Vinegar",30,45,75,12,Asian,Main Course,Vegetarian,http://www.archanaskitchen.com/singapore-style-chicken-layered-fried-rice-recipe,0
75,Tofu Pulao Recipe,"1 cup rice, 2 tablespoons ghee, 1 teaspoon cumin seeds, 1 bay leaf, 1 lentil sugar, 3 long, 2 green chillies - chopped, 1 tablespoon ginger garlic paste, 2 onions - chopped, 2 tomatoes - chopped Take, 1/2 capsicum (green) - red or yellow, 1/2 teaspoon red chilli powder, 1/2 teaspoon turmeric powder, 1 teaspoon coriander powder, 1/2 teaspoon garam masala powder, 1 cup tofu - cut, salt - according to taste, coriander - to garnish",20,45,65,4,Indian,Dinner,Vegetarian,https://www.archanaskitchen.com/tofu-pulao-recipe-in-hindi,0
76,Masala Sandwich Recipe With Rocket Leaves,"100 grams Paneer (Homemade Cottage Cheese),2 Potatoes (Aloo) - boiled and mashed,1 Onion - julienned,1 inch Ginger - grated,2 cloves Garlic - grated,2 Green Bell Pepper (Capsicum) - julienned,3 Tomatoes - finely chopped,Pav bhaji masala - to taste,Salt - to taste,2 tablespoons Coriander (Dhania) Leaves - finely chopped,French bread - or rye bread to make sandwiches,Rocket leaves - or salad leaves for the sandwich",15,15,30,2,Fusion,Indian Breakfast,Vegetarian,http://www.archanaskitchen.com/masala-sandwich-recipe-with-rocket-leaves,0
77,Tomato Relish Recipe,"2 cups Tomatoes - chopped,1/2 Onion - finely chopped,1/2 cup Red Wine Vinaigrette,1/2 Dried oregano,2 cloves Garlic - minced,1/2 Black pepper powder,1/2 Dijon Mustard,3 tablespoon Cane sugar,2 to 3 tablespoons Extra Virgin Olive Oil,Salt - to taste",0,30,30,4,Continental,Side Dish,Vegetarian,http://www.archanaskitchen.com/tomato-relish-recipe,0
78,Dubuk Vade Recipe - Khandeshi Gram Flour Dumpling Curry,"2 Onions - finely chopped,4 cloves Garlic - chopped,1/4 cup Fresh coconut - grated,1/2 cup Coriander (Dhania) Leaves - chopped,1 teaspoon Cumin seeds (Jeera),1 tablespoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),3 tablespoon Garam masala powder,Salt - to taste,1/2 cup Gram flour (besan),1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Salt - to taste",10,35,45,4,Maharashtrian Recipes,Lunch,Vegetarian,http://www.archanaskitchen.com/dubuk-vade-recipe-khandeshi-gram-flour-dumpling-curry,0
80,Radish Soup Recipe,"8 Mooli/ Mullangi (Radish) - purple one,2 cups Water,1/4 teaspoon Garam masala powder,1/2 teaspoon Salt,1/2 teaspoon Black pepper powder,Mooli/ Mullangi (Radish) - slices,Coriander (Dhania) Leaves - as required for garnish (chopped)",10,30,40,4,Indian,Side Dish,Vegetarian,https://www.archanaskitchen.com/radish-soup-recipe,0
81,Mango Donut Cake Recipe With Chocolate Glaze,"1-1/2 cups Vivatta Maida,3/4 cup Mango Pulp (Puree),1-1/2 teaspoons Baking powder,1/4 teaspoon Baking soda,1/4 cup Sunflower Oil,1/4 cup Sugar,1/4 teaspoon Salt,1 teaspoon Vanilla Extract,150 grams Dark chocolate - chopped,1/4 cup Fresh cream,2 tablespoons Cocoa Powder,3 Sugar - powdered",25,26,51,4,Continental,Dessert,Vegetarian,http://www.archanaskitchen.com/mango-donut-cake-with-chocolate-glaze-recipe,0
82,Matar Paneer Kachori Korma Recipe - Green Peas And Paneer Kachori Curry,"1 cup All Purpose Flour (Maida),2 tablespoons Sunflower Oil,1/2 teaspoons Ajwain (Carom seeds),Salt - to taste,Sunflower Oil - as required for frying,1 cup Green peas (Matar),1 cup Paneer (Homemade Cottage Cheese) - crumbled,1 teaspoon Coriander Powder (Dhania),1 teaspoon Red Chilli powder,1 teaspoon Amchur (Dry Mango Powder),1/2 teaspoon Turmeric powder (Haldi),2 teaspoons Sunflower Oil,Salt and Pepper - to taste,1 cup Onion - chopped,1 cup Homemade tomato puree,1 teaspoon Ginger Garlic Paste,12 Whole cashews,1/2 cup Curd (Dahi / Yogurt),2 Cloves (Laung),1 Mace (Javitri),2 Cardamom (Elaichi) Pods/Seeds,1 inch Cinnamon Stick (Dalchini),1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Garam masala powder,1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania),1/2 teaspoon Kasuri Methi (Dried Fenugreek Leaves),1/2 teaspoon Sugar,Salt - to taste,Coriander (Dhania) Leaves - as required,Fresh cream - as required for garnishing,2 tablespoons Sunflower Oil",50,30,80,4,North Indian Recipes,Lunch,Vegetarian,http://www.archanaskitchen.com/matar-paneer-kachori-korma-recipe-green-peas-and-paneer-kachori-curry,0
83,Zucchini Roll Up Lasagne Recipe,"3 Green zucchini - thinly sliced,Salt - to taste,Extra Virgin Olive Oil - for cooking,1/2 cup Mozzarella cheese - grated,1-1/2 Green zucchini - finely chopped,1 Red Bell pepper (Capsicum) - finely chopped,1 Onion - finely  chopped,4 cloves Garlic - finely diced,1 teaspoon Dried Thyme Leaves,1 teaspoon Rosemary,1 teaspoon Red Chilli flakes,Salt - to taste,500 grams Tomatoes,1 Onion - finely chopped,8 cloves Garlic - finely chopped,2 teaspoons Black pepper corns - crushed,2 teaspoon Red Chilli flakes,1 teaspoon Sugar,1/4 cup Basil leaves - chopped,Salt - to taste",20,45,65,4,Continental,Dinner,Vegetarian,http://www.archanaskitchen.com/zucchini-roll-up-lasagne-recipe,0
84,Thengai Sadam Recipe (A Quick and Healthy Coconut Rice),"1 cup Fresh coconut - grated,2-1/2 cups Cooked rice,1 teaspoon Mustard seeds,2 teaspoons White Urad Dal (Split),2 teaspoons Chana dal (Bengal Gram Dal),1 Raw Peanuts (Moongphali) - fistful,1 sprig Curry leaves,3 or 4 Green Chillies - finely chopped,1 teaspoon Ginger - grated,1 + 1 tablespoon Coconut Oil,Salt - to taste",30,30,60,4,South Indian Recipes,Lunch,Vegetarian,https://www.archanaskitchen.com/south-indian-thengai-sadam-recipe-a-quick-and-healthy-coconut-rice,0
85,Karwar Style Ambade Udid Methi Recipe - Hog Plum Curry,"5 Hog Plum (Amtekai) - (Ambade),3/4 cup Fresh coconut - grated,1/4 teaspoon Turmeric powder (Haldi),1 tablespoon Coriander (Dhania) Seeds,1 teaspoon Black Urad Dal (Split),1 teaspoon Rice - (raw rice),1/4 teaspoon Methi Seeds (Fenugreek Seeds),6 Whole Black Peppercorns,4 Dry Red Chilli,2 tablespoons Jaggery,1 pinch Asafoetida (hing),1 Karela (Bitter Gourd/ Pavakkai) - (Small),Salt - to taste,2 teaspoons Sunflower Oil,2 teaspoons Sunflower Oil,1/2 teaspoon Mustard seeds,1 pinch Asafoetida (hing)",25,25,50,4,Coastal Karnataka,Lunch,Vegetarian,http://www.archanaskitchen.com/ambade-udid-methi-recipe-karwar-style-hog-plum-curry,0
86,Roasted Cauliflower Recipe,"2 cups Cauliflower (gobi),4 Garlic - sliced,2 teaspoon Cumin seeds (Jeera) - roasted and crushed,1 teaspoon Coriander Powder (Dhania),2 teaspoon Black pepper powder - or red chilli powder,3 tablespoon Extra Virgin Olive Oil,1/4 cup Anardana Powder (Pomegranate Seed Powder),2 tablespoons Pomegranate molasses - orhoney (optional but recommended),Fresh Herbs - Handful of herbs of choice like basil,Salt - to taste",15,25,40,4,South Indian Recipes,Dinner,Vegetarian,http://www.archanaskitchen.com/roasted-cauliflower-recipe,0
87,Pain Viennois | Vienna Bread Recipe,"325 ml Lukewarm Water,14 grams Active dry yeast,2 tablespoons Sugar,30 grams Milk Powder,500 grams Vivatta Maida - or half of bread flour,1 tablespoon Salt - or to taste,3 tablespoons Butter (unsalted),Egg white - for brushing (or milk)",120,15,135,9,European,Main Course,Eggetarian,https://www.archanaskitchen.com/pain-viennois-vienna-bread-recipe,0
88,Crunchy Ginger Capsicum Rice Recipe,"2 cups Basmati rice - cooked,1 Yellow Bell Pepper (Capsicum),1 Red Bell pepper (Capsicum),1 Green Bell Pepper (Capsicum),2 Green Chillies - finely chopped,2 inch Ginger - grated,2 teaspoon Butter,2 teaspoon Sesame seeds (Til seeds) - mixed black and white,Salt - to taste",20,20,40,9,Indian,Lunch,Vegetarian,http://www.archanaskitchen.com/crunchy-ginger-capsicum-rice-recipe,0
89,Bengali Chirer Payesh / Poha Pudding Recipe With Nolen Gur,"1/2 cup Poha (Flattened rice),2 tablespoons Rice flour,2 1/2 liter Milk,1 cup Nolen Gur - or brown sugar,2 Cardamom (Elaichi) Pods/Seeds,8-10 Mixed nuts - almonds/cashews,1 tablespoon Raisins,1 pinch Saffron strands - and a little more for garnish,pinch Salt",15,30,45,6,Bengali Recipes,Dessert,Vegetarian,https://www.archanaskitchen.com/bengali-chirer-payesh-poha-pudding-recipe-with-nolen-gur,0
90,Makhan Recipe (Homemade Butter),"2 cups Fresh cream,1 cup Water",10,0,10,10,North Indian Recipes,Side Dish,Vegetarian,http://www.archanaskitchen.com/makhan-recipe-homemade-butter,0
91,Shanghai Style Chap Nian Gao Recipes (Stir Fried Rice Cakes Recipes),"1 cup Rice flour,Salt - to taste,Sunflower Oil - for cooking,1 Bok Choy - sliced,1 Carrot (Gajjar) - thinly sliced,1/2 cup Cabbage (Patta Gobi/ Muttaikose),1/2 cup Button mushrooms - quartered,2 tablespoons Corn flour,1 tablespoon Dark soy sauce,1 tablespoon Bean Paste,1 teaspoon Red Chilli sauce,1 teaspoon Sugar,Sunflower Oil - for cooking,Salt - to taste",90,10,100,4,Chinese,One Pot Dish,Vegetarian,http://www.archanaskitchen.com/shanghai-style-chap-nian-gao-recipes-stir-fried-rice-cakes-recipes,0
92,White Pumpkin Mor Kuzhambu Recipe - Kerala Style White Pumpkin Curry,"1-1/2 cups Curd (Dahi / Yogurt) - thick,1/2 cup Fresh coconut,1 cup Vellai Poosanikai (Ash gourd/White Pumpkin) - cubed,4 Green Chillies,1/4 teaspoon Black pepper powder,1/3 cup Water,1/4 teaspoon Turmeric powder (Haldi),Salt - as per your taste,1 teaspoon Coconut Oil,1/4 teaspoon Mustard seeds,1/4 teaspoon Methi Seeds (Fenugreek Seeds),1 sprig Curry leaves,1 Dry Red Chilli",10,25,35,2,Kerala Recipes,Lunch,Vegetarian,http://www.archanaskitchen.com/white-pumpkin-mor-kuzhambu-recipe-kerala-style-white-pumpkin-gravy,0
93,Paneer and Green Peas Paratha Recipe - Paneer and Green Peas Paratha Recipe,"1/2 cup green peas - make paste, 1 cup cheese - crumble, cut 1 inch ginger - 1 green chili - chopped, 1 tsp turmeric powder, 2 tsp red chili powder, 1 tsp mango powder Powder, 1 tsp coriander powder, salt - according to taste, 1 cup wheat flour, salt - according to taste, oil - according to use, water - lukewarm",20,45,65,4,North Indian Recipes,North Indian Breakfast,High Protein Vegetarian,http://www.archanaskitchen.com/paneer-and-green-peas-paratha-recipe-in-hindi,0
